KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
eden_pda_iGiieKE,Intro: Random Start,,,,,,,,Введение: случайный старт,,,,,,,,
eden_pda_CAiWv8O,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_eOuiK88,Wait,,,,,,,,Подожди,,,,,,,,
eden_pda_uqeWqiR,Wait for the message to finish,,,,,,,,"Подождите, пока сообщение завершится",,,,,,,,
eden_pda_mqmaWWu,Use the console to start your journey.,,,,,,,,"Используйте консоль, чтобы начать свое путешествие.",,,,,,,,
eden_pda_WiWoueG,"Welcome to the Random Start Hub.\nIn this place you will be assigned to a random starting planet.\n\nTo begin, use the console in front of you and obtain your teleport key.\nUse that key on the matching teleporter and then step through the portal to start your journey.\n\nOver 20 planets and moons have been scattered across the galaxy and you will be sent to one of them.\nThe star systems they are in are hidden from the map and therefor you may not be able to return to them once you leave. No one is coming to save you.\n\nYou might find yourself on a tropical paradise or a frozen hell. Perhaps you will be chased by wild animals or hunted by the Zirax Empire. Your success is not guaranteed. You may simply die.\n\nOnce you leave your assigned starting system, you cannot return.\n\nGood luck.\n\n[i][c][ffffff]If you are playing this multiplayer make sure to coordinate with your friends so you can start on the same planet by sharing teleport keys. Public access cargo boxes are available for you to store keys for your friends to grab in case you won't be able to meet up with them in person.[-][/c][/i]",,,,,,,,"Добро пожаловать в Центр случайного старта.\nВ этом месте вам будет назначена случайная стартовая планета.\n\nДля начала используйте консоль перед собой и получите ключ телепорта.\nИспользуйте этот ключ на соответствующем телепорте, а затем пройдите через портал, чтобы начать свое путешествие.\n\nПо галактике разбросано более 20 планет и лун, и вас отправят на одну из них.\nЗвездные системы, в которых они находятся, скрыты от карты, и поэтому вы не сможете вернуться в них после ухода. Никто не придет, чтобы спасти вас.\n\nВы можете оказаться в тропическом раю или в ледяном аду. Возможно, вас будут преследовать дикие животные или охотиться со стороны Империи Зиракс. Ваш успех не гарантирован. Вы можете просто умереть.\n\nПокинув назначенную стартовую систему, вы не сможете вернуться.\n\nУдачи.\n\n[i][c][ffffff]Если вы играете в этот многопользовательский режим, обязательно координируйте свои действия с друзьями, чтобы вы могли начать с одной планеты, поделившись ключами телепортации. В общедоступных грузовых ящиках вы можете хранить ключи, которые ваши друзья смогут захватить на случай, если вы не сможете встретиться с ними лично.[-][/c][/i]",,,,,,,,
eden_pda_GKjUaWm,"Welcome to the Random Start Hub.\nIn this place you will be assigned to a random starting planet.\n\nTo begin, use the console in front of you and obtain your teleport key.\nUse that key on the matching teleporter and then step through the portal to start your journey.\n\nOver 20 planets and moons have been scattered across the galaxy and you will be sent to one of them.\nThe star systems they are in are hidden from the map and therefor you may not be able to return to them once you leave. No one is coming to save you.\n\nYou might find yourself on a tropical paradise or a frozen hell. Perhaps you will be chased by wild animals or hunted by the Zirax Empire. Your success is not guaranteed. You may simply die.\n\nOnce you leave your assigned starting system, you cannot return.\n\nGood luck.\n\n[i][c][ffffff]If you are playing this multiplayer make sure to coordinate with your friends so you can start on the same planet by sharing teleport keys. Public access cargo boxes are available for you to store keys for your friends to grab in case you won't be able to meet up with them in person.[-][/c][/i]",,,,,,,,"Добро пожаловать в Центр случайного старта.\nВ этом месте вам будет назначена случайная стартовая планета.\n\nДля начала используйте консоль перед собой и получите ключ телепорта.\nИспользуйте этот ключ на соответствующем телепорте, а затем пройдите через портал, чтобы начать свое путешествие.\n\nПо галактике разбросано более 20 планет и лун, и вас отправят на одну из них.\nЗвездные системы, в которых они находятся, скрыты от карты, и поэтому вы не сможете вернуться в них после ухода. Никто не придет, чтобы спасти вас.\n\nВы можете оказаться в тропическом раю или в ледяном аду. Возможно, вас будут преследовать дикие животные или охотиться со стороны Империи Зиракс. Ваш успех не гарантирован. Вы можете просто умереть.\n\nПокинув назначенную стартовую систему, вы не сможете вернуться.\n\nУдачи.\n\n[i][c][ffffff]Если вы играете в этот многопользовательский режим, обязательно координируйте свои действия с друзьями, чтобы вы могли начать с одной планеты, поделившись ключами телепортации. В общедоступных грузовых ящиках вы можете хранить ключи, которые ваши друзья смогут захватить на случай, если вы не сможете встретиться с ними лично.[-][/c][/i]",,,,,,,,
eden_pda_CKiSSGK,Starting...,,,,,,,,Начало...,,,,,,,,
eden_pda_0C8q04e,[c][ff00ff]Test:[-][/c] Drone Spawn,,,,,,,,[c][ff00ff]Тест:[-][/c] Спаун дронов,,,,,,,,
eden_pda_vSC4SC5,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_CEqaiKu,Wait,,,,,,,,Подожди,,,,,,,,
eden_pda_m8qpuw4,Wait,,,,,,,,Подожди,,,,,,,,
eden_pda_KiKmWsk,Empyriopedia Intro,,,,,,,,Эмпириопедия Введение,,,,,,,,
eden_pda_LKKxoSW,"[c][00ffff][b]Galaxy map tips:[/b][-][/c]\nUse the standard movement keys ([c][ffff00]W A S D, C, Space[-][/c]) while holding down [c][ffff00]Left Click[-][/c] to move the camera.\nHolding [c][ffff00]Shift[-][/c] + [c][ffff00]Ctrl[-][/c] speeds up camera speed.\nUse the [c][00ff00]Search System[-][/c] box at the bottom to search by star or playfield name or by star type.\nVarious filters and a help menu can be accessed with the buttons in the upper left. Press the ? icon for more information.",,,,,,,,"[c][00ffff][b]Советы по карте Галактики:[/b][-][/c]\nИспользуйте стандартные клавиши перемещения ([c][ffff00]W A S D, C, Космос[-][/c]), удерживая [c][ffff00]Щелкните левой кнопкой мыши[-][/c] чтобы переместить камеру.\nХолдинг [c][ffff00]Сдвиг[-][/c] + [c][ffff00]Ctrl[-][/c] ускоряет скорость камеры.\nИспользуйте [c][00ff00]Поисковая система[-][/c] поле внизу для поиска по звезде, названию игрового поля или типу звезды.\nДоступ к различным фильтрам и меню справки можно получить с помощью кнопок в левом верхнем углу. Нажмите кнопку ? значок для получения дополнительной информации.",,,,,,,,
eden_pda_gma4iOO,"[c][abd1ff]The [-][/c][c][00ff00]Empyriopedia[-][/c][c][abd1ff] is an expansive guide on Reforged Eden 2 and can be accessed[-][/c]\n[c][abd1ff]in the [-][/c][c][00ff00]PDA [-][/c][c][abd1ff][-][/c][c][ffff00]({keybind(PDA)})[-][/c][c][abd1ff] or online at [-][/c][c][1083fe]www.empyrionbuddy.com/pda/re2[-][/c]\n[c][abd1ff]\nIt contains information such as how to move items too large to fit in your inventory, how to[-][/c]\n[c][abd1ff]progress [-][/c][c][abd1ff]through the starting system, combat tips, and where to find resources.[-][/c]\n\n[c][abd1ff]Please see the [-][/c][c][1083fe]Reforged Eden 2 Workshop[-][/c][c][abd1ff] page if you have[-][/c]\n[c][abd1ff]any [-][/c][c][abd1ff]questions not answered in the Empyriopedia.[-][/c]\n[c][abd1ff]We hope you enjoy the scenario.[-][/c]\n[c][abd1ff][-][/c][i][c][646464][-][/c][/i]\n[i][c][646464]If you enjoy the work Vermillion and Ravien do and wish to support us with a donation, links can be found in the [-][/c][c][969696]Support Reforged Eden 2[-][/c][c][646464] section of the Empyriopedia. Your support is greatly appreciated.[-][/c][/i]",,,,,,,,"[c][abd1ff] [-][/c][c][00ff00]Эмпириопедия[-][/c][c][abd1ff] — это обширное руководство по Reforged Eden 2, доступ к которому можно получить[-][/c]\n[c][abd1ff]в [-][/c][c][00ff00]КПК [-][/c][c][abd1ff][-][/c][c][ffff00]({keybind(PDA)})[-][/c][c][abd1ff] или онлайн по адресу [-][/c][c][1083fe]www.empyrionbuddy.com/pda/re2[-][/c]\n[c][abd1ff]\nОн содержит информацию о том, как перемещать предметы, слишком большие для размещения в вашем инвентаре, как[-][/c]\n[c][abd1ff]прогресс [-][/c][c][abd1ff]через стартовую систему, боевые подсказки и где найти ресурсы.[-][/c]\n\n[c][abd1ff]Пожалуйста, ознакомьтесь с [-][/c][c][1083fe]Мастерская Reforged Eden 2[-][/c][c][abd1ff] страница, если у вас есть[-][/c]\n[c][abd1ff]любой [-][/c][c][abd1ff]вопросы, на которые нет ответа в Эмпириопедии.[-][/c]\n[c][abd1ff]Надеемся, вам понравится сценарий.[-][/c]\n[c][abd1ff][-][/c][i][c][646464][-][/c][/i]\n[i][c][646464]Если вам нравится работа Вермиллиона и Равиена и вы хотите поддержать нас пожертвованием, ссылки можно найти в разделе [-][/c][c][969696]Поддержка Reforged Eden 2[-][/c][c][646464] раздел Эмпириопедии. Ваша поддержка очень ценна.[-][/c][/i]",,,,,,,,
eden_pda_q0qk84a,Message,,,,,,,,Сообщение,,,,,,,,
eden_pda_1uWb0OW,Wait,,,,,,,,Подожди,,,,,,,,
eden_pda_SDiCuua,Wait,,,,,,,,Подожди,,,,,,,,
eden_pda_WW8q0uK,"[c][abd1ff]Reforged Eden 2 is intended for experienced players, but we know a lot of newer or returning players play it too. [-][/c][c][abd1ff]As such, we have filled the in-game [-][/c][c][00ff00]Empyriopedia[-][/c][c][abd1ff] with tons of amazing info, hints, tips, and tricks for you to check out.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]You can find information on all kinds of topics, including how to use the logistics system to move items too large to fit in your personal inventory, how to progress through leaving your starting system, and where to find every resource needed for crafting.[-][/c]\n[c][abd1ff]You will find information on enemies, shields, weapons, generators, the CPU system. Almost everything you can think of will be included in there.[-][/c]\n\n[c][abd1ff]All you have to do to access all this information is open up the PDA with [-][/c][c][ffff00]({keybind(PDA)})[-][/c][c][abd1ff], click on the [-][/c][c][00ff00]Empyriopedia[-][/c][c][abd1ff] tab, and start reading. [-][/c][c][abd1ff]All of this is also available online in a searchable format on the [-][/c][c][1083fe][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][url=https://empyrionbuddy.com/pda/re2]Empyrion Buddy[/url][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][-][/c][c][abd1ff] website.[-][/c]\n[c][abd1ff]If you ever have a question on basic game mechanics, are having difficulty locating a resource, or encounter a problem the Empyriopedia should be your first stop.[-][/c][c][abd1ff][-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]As you play through the scenario you may also get hints and reminders that appear on your screen. Please pay attention to these. They are there for a reason and will save you a lot of trouble later on.[-][/c]\n[c][ffffff]If you wish to disable these tutorial hints, you may do so in the [-][/c][c][00ff00]Project Eden Settings Menu[-][/c][c][ffffff] located in the [-][/c][c][00ff00]Tutorial[-][/c][c][ffffff] tab of the PDA [-][/c][c][ffff00]({keybind(PDA)})[-][/c][c][ffffff].[-][/c]\n[c][abd1ff]\nPlease enjoy Reforged Eden 2 and don't hesitate to visit the [-][/c][c][1083fe][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][url=https://steamcommunity.com/sharedfiles/filedetails/?id=3143225812]Reforged Eden 2 Workshop[/url][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][-][/c][c][abd1ff] page if you have any problems or questions that aren't explained in the Empyriopedia.[-][/c]\n[c][abd1ff][-][/c]\n[i][c][646464]If you enjoy the work Vermillion and Ravien do and wish to support us with a donation, donation links can be found in the [-][/c][c][969696]Support Reforged Eden 2[-][/c][c][646464] section of the Empyriopedia. Your support is greatly appreciated.[-][/c][/i]",,,,,,,,"[c][abd1ff]Reforged Eden 2 предназначена для опытных игроков, но мы знаем, что в нее играют и многие новые и вернувшиеся игроки. [-][/c][c][abd1ff]Таким образом, мы заполнили внутриигровой [-][/c][c][00ff00]Эмпириопедия[-][/c][c][abd1ff] с множеством интересной информации, подсказок, подсказок и трюков, которые вы можете проверить.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Вы можете найти информацию на самые разные темы, в том числе о том, как использовать систему логистики для перемещения предметов, которые слишком велики для вашего личного инвентаря, как выйти из стартовой системы и где найти все ресурсы, необходимые для крафта.[-][/c]\n[c][abd1ff]Вы найдете информацию о врагах, щитах, оружии, генераторах, системе процессора. Туда будет включено почти все, что вы можете придумать.[-][/c]\n\n[c][abd1ff]Все, что вам нужно сделать, чтобы получить доступ ко всей этой информации, — это открыть КПК с помощью [-][/c][c][ffff00]({keybind(PDA)})[-][/c][c][abd1ff], нажмите на [-][/c][c][00ff00]Эмпириопедия[-][/c][c][abd1ff] вкладку и начните читать. [-][/c][c][abd1ff]Все это также доступно в Интернете в формате с возможностью поиска на сайте [-][/c][c][1083fe][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][url=https://empyrionbuddy.com/pda/re2]Эмпирион Бадди[/url][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][-][/c][c][abd1ff] веб-сайт.[-][/c]\n[c][abd1ff]Если у вас когда-нибудь возникнут вопросы по базовой игровой механике, вы столкнетесь с трудностями при поиске ресурса или столкнетесь с проблемой, вам в первую очередь следует обратиться к Эмпириопедии.[-][/c][c][abd1ff][-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]По мере прохождения сценария вы также можете получать подсказки и напоминания, которые появляются на вашем экране. Пожалуйста, обратите на это внимание. Они существуют не просто так и избавят вас от многих проблем в дальнейшем.[-][/c]\n[c][ffffff]Если вы хотите отключить эти подсказки, вы можете сделать это в [-][/c][c][00ff00]Меню настроек проекта Eden[-][/c][c][ffffff] расположен в [-][/c][c][00ff00]Учебное пособие[-][/c][c][ffffff] вкладка КПК [-][/c][c][ffff00]({keybind(PDA)})[-][/c][c][ffffff].[-][/c]\n[c][abd1ff]\nНаслаждайтесь Reforged Eden 2 и не стесняйтесь посетить [-][/c][c][1083fe][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][u][url=https://steamcommunity.com/sharedfiles/filedetails/?id=3143225812]Мастерская Reforged Eden 2[/url][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][/u][-][/c][c][abd1ff] страницу, если у вас есть какие-либо проблемы или вопросы, которые не объяснены в Эмпириопедии.[-][/c]\n[c][abd1ff][-][/c]\n[i][c][646464]Если вам нравится работа Вермиллиона и Равиена и вы хотите поддержать нас пожертвованием, ссылки для пожертвований можно найти в разделе [-][/c][c][969696]Поддержка Reforged Eden 2[-][/c][c][646464] раздел Эмпириопедии. Ваша поддержка очень ценна.[-][/c][/i]",,,,,,,,
eden_pda_u8C0Q8T,"[c][ffff00][ IDA ][-][/c]\n[c][abd1ff]Commander, I will remind you that the [-][/c][c][00ff00]Large Constructor[-][/c][c][abd1ff] is too large to fit in your personal inventory.[-][/c]\n[c][abd1ff]You will need to use the logistics system to place this device using the [-][/c][c][00ff00]connected toolbar[-][/c][c][abd1ff].[-][/c]\n\n[c][abd1ff]If you need a refresher on the logistics system or any other subject you can find one in the [-][/c][c][00ff00]Empyriopedia [-][/c][c][abd1ff][-][/c][c][ffff00]({keybind(PDA)})[-][/c][c][abd1ff] under [-][/c][c][00ff00]Mechanics[-][/c][c][abd1ff] - [-][/c][c][00ff00]Logistics[-][/c][c][abd1ff].[-][/c]",,,,,,,,"[c][ffff00][ IDA ][-][/c]\n[c][abd1ff]Командир, напомню вам, что [-][/c][c][00ff00]Большой конструктор[-][/c][c][abd1ff] слишком велик, чтобы поместиться в ваш личный инвентарь.[-][/c]\n[c][abd1ff]Вам нужно будет использовать систему логистики, чтобы разместить это устройство с помощью [-][/c][c][00ff00]подключенная панель инструментов[-][/c][c][abd1ff].[-][/c]\n\n[c][abd1ff]Если вам нужно освежить знания по системе логистики или любому другому предмету, вы можете найти это в [-][/c][c][00ff00]Эмпириопедия [-][/c][c][abd1ff][-][/c][c][ffff00]({keybind(PDA)})[-][/c][c][abd1ff] под [-][/c][c][00ff00]Механика[-][/c][c][abd1ff] - [-][/c][c][00ff00]Логистика[-][/c][c][abd1ff].[-][/c]",,,,,,,,
eden_pda_0ClqG40,Tutorial messages can be disabled in the [c][00ff00]Project Eden Settings Menu[-][/c] found in the [c][00ff00]Tutorial[-][/c] tab of the [c][00ff00]PDA[-][/c] [c][ffff00]({keybind(PDA)})[-][/c].,,,,,,,,Сообщения об обучении можно отключить в [c][00ff00]Меню настроек проекта Eden[-][/c] найден в [c][00ff00]Учебное пособие[-][/c] вкладка [c][00ff00]КПК[-][/c] [c][ffff00]({keybind(PDA)})[-][/c].,,,,,,,,
eden_pda_miGeGOG,[c][009600]Support Reforged Eden 2[-][/c],,,,,,,,[c][009600]Поддержка Reforged Eden 2[-][/c],,,,,,,,
eden_pda_C48C8Se,"[c][ffff00][ IDA ][-][/c]\nCommander, I have detected a squad of hostile fighters approaching your position.\nPrepare to defend yourself!",,,,,,,,"[c][ffff00][ IDA ][-][/c]\nКомандир, я обнаружил отряд вражеских истребителей, приближающийся к вашей позиции.\nПриготовьтесь защитить себя!",,,,,,,,
eden_pda_OimA8m8,"[c][ffff00][ IDA ][-][/c]\nCommander, I have detected a squad of hostile fighters approaching your position.\nPrepare to defend yourself!",,,,,,,,"[c][ffff00][ IDA ][-][/c]\nКомандир, я обнаружил отряд вражеских истребителей, приближающийся к вашей позиции.\nПриготовьтесь защитить себя!",,,,,,,,
eden_pda_i0aOUGK,[c][ff0000][ Vulture ][-][/c]\nThis ice field is ours!,,,,,,,,[c][ff0000][ Vulture ][-][/c]\nЭто ледяное поле наше!,,,,,,,,
eden_pda_iKuK44G,Incoming hostiles,,,,,,,,Входящие враги,,,,,,,,
eden_pda_mavi6CK,Incoming,,,,,,,,Входящий,,,,,,,,
eden_pda_eSiC2Wa,Prepare for the incoming hostile fighters.,,,,,,,,Приготовьтесь к приближающимся вражеским истребителям.,,,,,,,,
eden_pda_muGSaGm,[c][ff0000][ Vulture ][-][/c]\nThis ice field is ours!,,,,,,,,[c][ff0000][ Vulture ][-][/c]\nЭто ледяное поле наше!,,,,,,,,
eden_pda_88eWumk,Jump Gate: Jump,,,,,,,,Прыжковые ворота: Прыжок,,,,,,,,
eden_pda_KmCeaCq,Test,,,,,,,,Тест,,,,,,,,
eden_pda_1mK8CWG,-,,,,,,,,,,,,,,,,
eden_pda_GpeKm0M,-,,,,,,,,,,,,,,,,
eden_pda_4mKue4C,Attempting jump gate activation.,,,,,,,,Попытка активации прыжковых врат.,,,,,,,,
eden_pda_qSi00uk,Jump Beacon,,,,,,,,Прыжковый маяк,,,,,,,,
eden_pda_qu0Cma4,Jumping to home system (Stage 1/2),,,,,,,,Переход к исходной системе (этап 1/2),,,,,,,,
eden_pda_uu8GKiK,Locking jump beacon,,,,,,,,Запирающий маяк прыжка,,,,,,,,
eden_pda_muMOiaG,Wait,,,,,,,,Подожди,,,,,,,,
eden_pda_mWS8uie,Remain seated in the pilot seat while jump beacon is being locked.,,,,,,,,"Оставайтесь на месте пилота, пока прыжковый маяк заблокирован.",,,,,,,,
eden_pda_S4aqquW,Locking onto jump beacon and powering micro jump drive.\nPlease remain in the pilot seat and take no action for 60 seconds until jump sequence is complete.,,,,,,,,"Захват прыжкового маяка и включение микропрыжкового двигателя.\nПожалуйста, оставайтесь в кресле пилота и не предпринимайте никаких действий в течение 60 секунд, пока последовательность прыжков не будет завершена.",,,,,,,,
eden_pda_W8Ciu04,Jumping to jump beacon system,,,,,,,,Система маяков «Прыжок для прыжка»,,,,,,,,
eden_pda_WeSGiG4,Stable Wormholes,,,,,,,,Стабильные червоточины,,,,,,,,
eden_pda_OOKYGki,Stable Wormholes:,,,,,,,,Стабильные червоточины:,,,,,,,,
eden_pda_W4uiiqm,"[c][abd1ff][-][/c]\n[c][abd1ff]Stable wormholes can very rarely be found in some sectors of space. They will visually show up in space from a long distance and will show on the detector when within range.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]These one way wormholes will have a fixed destination and can be traversed in a small vessel or capital vessel.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]You will be unable to determine the wormhole's destination without going through it, and there will be no wormhole on the other side to take you back the same way you came. Return travel may be very difficult if not impossible, so it's recommended to have a Jump Beacon set before traveling through any stable wormhole that has an unknown destination.[-][/c]\n\n[c][abd1ff]To jump through a stable wormhole, fly your ship into it then come to a complete stop. When a dialogue window opens, select the jump option.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]These should not be confused with collapsed, unstable, or other types of non-traversable wormholes.[-][/c]",,,,,,,,"[c][abd1ff][-][/c]\n[c][abd1ff]Стабильные червоточины очень редко можно встретить в некоторых секторах космоса. Они будут визуально обнаруживаться в пространстве на большом расстоянии и отображаться на детекторе, когда они находятся в пределах досягаемости.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Эти односторонние червоточины будут иметь фиксированный пункт назначения, и их можно будет пересечь на небольшом или капитальном судне.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Вы не сможете определить пункт назначения червоточины, не пройдя через нее, и на другой стороне не будет червоточины, которая могла бы вернуть вас тем же путем, которым вы пришли. Обратный путь может быть очень трудным, если не невозможным, поэтому рекомендуется установить прыжковый маяк перед путешествием через любую стабильную червоточину с неизвестным пунктом назначения.[-][/c]\n\n[c][abd1ff]Чтобы перепрыгнуть через стабильную червоточину, направьте в нее свой корабль и полностью остановитесь. Когда откроется диалоговое окно, выберите опцию перехода.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Их не следует путать с обрушившимися, нестабильными или другими типами непроходимых червоточин.[-][/c]",,,,,,,,
eden_pda_8oiQ4OW,Jump Beacons,,,,,,,,Прыжковые маяки,,,,,,,,
eden_pda_NixOaiW,Jump Beacons:,,,,,,,,Прыжковые маяки:,,,,,,,,
eden_pda_KamKq0O,"\n[c][abd1ff]Jump beacons are a device that can be placed on a base in space and allows you to set a star system as your home system.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]A [-][/c][c][00ff00]Micro Jump Drive[-][/c][c][abd1ff] on board a [-][/c][c][00ff00]Small Vessel[-][/c][c][abd1ff] or [-][/c][c][00ff00]Capital Vessel[-][/c][c][abd1ff] can be used to jump back to your home system from any distance for a flat pentaxid cost.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Jumping has a significant cooldown and you can have only 1 star system set as your home system at a time.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]To set a star system as your home system, interact with any placed Jump Beacon while in space within a star system.[-][/c]\n[c][abd1ff]To jump back to your home system, activate your Micro Jump Drive and select the option to jump back to your home system. After a charge up timer this will warp you to your home system's star.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Server admins can configure Jump Beacons in the Project Eden Settings Menu in-game to change the cooldown, configure a blacklist, or to disable them entirely.[-][/c]",,,,,,,,"\n[c][abd1ff]Прыжковые маяки — это устройство, которое можно разместить на базе в космосе и которое позволяет вам установить звездную систему в качестве своей домашней системы.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]А [-][/c][c][00ff00]Микропрыжковый привод[-][/c][c][abd1ff] на борту [-][/c][c][00ff00]Маленькое судно[-][/c][c][abd1ff] или [-][/c][c][00ff00]Столичное судно[-][/c][c][abd1ff] может быть использован для прыжка обратно в вашу домашнюю систему с любого расстояния за фиксированную стоимость пентаксида.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Прыжок имеет значительное время восстановления, и вы можете одновременно установить в качестве домашней системы только 1-звездочную систему.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Чтобы сделать звездную систему своей домашней системой, взаимодействуйте с любым установленным прыжковым маяком, находясь в космосе внутри звездной системы.[-][/c]\n[c][abd1ff]Чтобы вернуться в домашнюю систему, активируйте Micro Jump Drive и выберите опцию возврата в домашнюю систему. После таймера зарядки вы перенесетесь к звезде вашей домашней системы.[-][/c]\n[c][abd1ff][-][/c]\n[c][abd1ff]Администраторы сервера могут настроить маяки перехода в меню настроек Project Eden в игре, чтобы изменить время восстановления, настроить черный список или полностью отключить их.[-][/c]",,,,,,,,
eden_pda_OOioiqq,Subject: Come join the UIM!,,,,,,,,Тема: Приходите в UIM!,,,,,,,,
eden_pda_4GeSeKm,Joining the UIM,,,,,,,,Вступление в УИМ,,,,,,,,
eden_pda_eG4eWiW,Find Polaris Orbital Refinery,,,,,,,,Найдите орбитальный нефтеперерабатывающий завод Полярис.,,,,,,,,
eden_pda_qZe04uG,"Find a Polaris Orbital Refinery.\nOrbital Refineries are most commonly found either in Polaris Trading Hub sectors in neutral territory, or in Trading Station sectors in Polaris territory.",,,,,,,,"Найдите орбитальный нефтеперерабатывающий завод Полярис.\nОрбитальные нефтеперерабатывающие заводы чаще всего встречаются либо в секторах торгового центра Полярис на нейтральной территории, либо в секторах торговых станций на территории Полярис.",,,,,,,,
eden_pda_KOH440i,[c][00ffff]Difficulty: [-][/c][c][00ff00]Easy[-][/c][c][abd1ff][-][/c]\n[c][abd1ff]You've received a message from the Union of Independent Miners.[-][/c]\n{BarSmall_Requirements.png}[c][abd1ff]Basic mining tools.[-][/c]\n[c][abd1ff]Neutral with Polaris Megacorp.[-][/c]\n{BarSmall_Rewards.png}[c][abd1ff]1 [-][/c][c][ffffff]Mining Contract: Iron[-][/c]\n[c][abd1ff]25 [-][/c][c][ffffff]Unlock Points[-][/c],,,,,,,,[c][00ffff]Сложность: [-][/c][c][00ff00]Легко[-][/c][c][abd1ff][-][/c]\n[c][abd1ff]Вы получили сообщение от Союза независимых горняков.[-][/c]\n{BarSmall_Requirements.png}[c][abd1ff]Основные инструменты для майнинга.[-][/c]\n[c][abd1ff]Нейтрально относится к Polaris Megacorp.[-][/c]\n{BarSmall_Rewards.png}[c][abd1ff]1 [-][/c][c][ffffff]Горный контракт: железо[-][/c]\n[c][abd1ff]25 [-][/c][c][ffffff]Разблокировать очки[-][/c],,,,,,,,
eden_pda_CmuCmu0,[c][ff8000][ UIM Representative ][-][/c]\nI am so glad you reached out! Find a Polaris Orbital Refinery to pick up your first mining contract.,,,,,,,,"[c][ff8000][ UIM Representative ][-][/c]\nЯ так рада, что вы обратились! Найдите орбитальный нефтеперерабатывающий завод Полярис, чтобы получить свой первый контракт на добычу полезных ископаемых.",,,,,,,,
eden_pda_mC4mKqG,Speak with representative and obtain your first mining contract,,,,,,,,Поговорите с представителем и получите свой первый контракт на добычу полезных ископаемых,,,,,,,,
eden_pda_WGGS0ei,Speak with the representative on the Polaris Orbital Refinery to obtain your first mining contract.\nThis will complete this mission.,,,,,,,,"Поговорите с представителем орбитального нефтеперерабатывающего завода Полярис, чтобы получить свой первый контракт на добычу полезных ископаемых.\nЭто завершит эту миссию.",,,,,,,,
eden_pda_qiCW8i8,"[c][ff8000][ UIM Representative ][-][/c]\nThank you for joining our team! When you have obtained the ore required to complete your contract, return to any Polaris Orbital Refinery or Polaris Distribution Center to complete the contract.\nThis concludes your introduction to mining contracts. Have a nice day!",,,,,,,,"[c][ff8000][ UIM Representative ][-][/c]\nСпасибо, что присоединились к нашей команде! Когда вы получите руду, необходимую для выполнения контракта, вернитесь на любой орбитальный нефтеперерабатывающий завод или распределительный центр Polaris для завершения контракта.\nНа этом мы завершаем знакомство с контрактами на добычу полезных ископаемых. Хорошего дня!",,,,,,,,
eden_pda_ui0SuW6,[c][ff8000][ UIM Representative ][-][/c]\nCome speak to the representative on board the refinery.,,,,,,,,[c][ff8000][ UIM Representative ][-][/c]\nПоговорите с представителем на борту нефтеперерабатывающего завода.,,,,,,,,
eden_pda_4GeKOCa,Trigger: Pirate Distress Signal Ambush,,,,,,,,Триггер: Пиратская засада по сигналу бедствия,,,,,,,,
eden_pda_WkCK8WI,New Task,,,,,,,,Новая задача,,,,,,,,
eden_pda_PWuqqhC,New Action,,,,,,,,Новое действие,,,,,,,,
eden_pda_GeKKCKJ,Test,,,,,,,,Тест,,,,,,,,
