KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
eden_dialogue_i1Casau,@d0<color=#ffff00>You have entered an invalid amount.</color>,,,,,,,,@d0<color=#ffff00>Вы ввели неверную сумму.</color>,,,,,,,,
eden_dialogue_u48Oa4I,Withdrawal how much fuel? (max {Eden_Fuel}),,,,,,,,"Вывод, сколько топлива? (макс. {Eden_Fuel})",,,,,,,,
eden_dialogue_Uu80K0q,Withdrawal fuel,,,,,,,,Отвод топлива,,,,,,,,
eden_dialogue_uWSmqam,Cancel,,,,,,,,Отмена,,,,,,,,
eden_dialogue_edW8ouG,Back.,,,,,,,,Назад.,,,,,,,,
eden_dialogue_q4Sq06O,Exit.,,,,,,,,Выход.,,,,,,,,
eden_dialogue_4G8WCiK,"<color=#646464>Withdrawal fuel. (not available, pause extraction first)</color>",,,,,,,,"<color=#646464>Слив топлива. (недоступно, сначала приостановите извлечение)</color>",,,,,,,,
eden_dialogue_4u4mqu0,<color=#646464>No fuel to withdrawal.</color>,,,,,,,,<color=#646464>Нет топлива для вывода.</color>,,,,,,,,
eden_dialogue_q8OiG0K,"@q0 @d0You are able to network multiple extractors together to function as a single unit, up to a maximum of <color=#00ffff>{Eden_Global_WaterMax}</color> extractors per base.\nYou can manage this extractor network either from your <color=#00ff00>primary extractor</color>, or from a <color=#00ff00>science station</color>.\n@p9 @d0If you select to use your <color=#00ff00>primary extractor</color> to manage the network, you will need to interact with that extractor for all management functions.\nIf you select to use your <color=#00ff00>science station</color>, your primary extractor will act like a secondary extractor and you will manage the network through the science station.\nYou can change this option in the upgrade menu.",,,,,,,,"@q0 @d0Вы можете объединить несколько экстракторов в сеть, чтобы они работали как единое целое, максимум до <color=#00ffff>{Eden_Global_WaterMax}</color> экстракторов на базу.\nВы можете управлять этой сетью экстракторов либо с вашего основного экстрактора, либо с научной станции.\n@p9 @d0Если вы решите использовать основной экстрактор для управления сетью, вам нужно будет взаимодействовать с этим экстрактором для выполнения всех функций управления.\nЕсли вы решите использовать свою <color=#00ff00>научную станцию</color>, ваш основной экстрактор будет действовать как вторичный экстрактор, и вы будете управлять сетью через научную станцию.\nВы можете изменить эту опцию в меню обновления.",,,,,,,,
eden_dialogue_OuOmeKG,Use the <color=#00ff00>primary extractor</color> to control the network.,,,,,,,,Используйте <color=#00ff00>первичный экстрактор</color> для управления сетью.,,,,,,,,
eden_dialogue_WmumejO,Use a <color=#00ff00>science station</color> to control the network.,,,,,,,,Используйте <color=#00ff00>научную станцию</color> для управления сетью.,,,,,,,,
eden_dialogue_aeKmf8S,@q0 @d0Congratulations! Setup of your primary extractor is now complete!\nYour extractor network will be controlled through your <color=#00ff00>primary extractor</color>.\nThe first step will be to enable upgrade mode to connect any additional extractors (up to a maximum of <color=#ffffff>{Eden_Global_WaterMax}</color> total extractors including your primary) that you may wish to add to the network before adding fuel or selecting a resource type.,,,,,,,,"@q0 @d0Поздравляем! Настройка вашего основного экстрактора завершена!\nВаша сеть экстракторов будет управляться через ваш основной экстрактор.\nПервым шагом будет включение режима обновления для подключения любых дополнительных экстракторов (максимум до <color=#ffffff>{Eden_Global_WaterMax}</color> общего количества экстракторов, включая основной), которые вы, возможно, захотите добавить в сеть перед добавлением топлива или выбором типа ресурса.",,,,,,,,
eden_dialogue_emS4mqS,Open main menu.,,,,,,,,Открыть главное меню.,,,,,,,,
eden_dialogue_KSioOCI,Exit.,,,,,,,,Выход.,,,,,,,,
eden_dialogue_0qwSeC0,@q0 @d0You have chosen to use a <color=#00ff00>science station</color> to control your extractor network instead of your primary extractor.\nYou will need to place a science station on your base if you do not already have one. Science stations can be crafted in large or advanced constructors.\nYou will also need to connect your extractors to the extraction network.,,,,,,,,"@q0 @d0Вы решили использовать <color=#00ff00>научную станцию</color> для управления вашей сетью экстракторов вместо основного экстрактора.\nВам нужно будет разместить на своей базе научную станцию, если у вас ее еще нет. Научные станции можно создавать в больших или продвинутых конструкторах.\nВам также необходимо будет подключить экстракторы к сети экстракции.",,,,,,,,
eden_dialogue_2seuwGO,<color=#00ff00>What do I do next?</color>,,,,,,,,<color=#00ff00>Что мне делать дальше?</color>,,,,,,,,
eden_dialogue_O4OC0a2,Back.,,,,,,,,Назад.,,,,,,,,
eden_dialogue_a3iSCWK,Exit.,,,,,,,,Выход.,,,,,,,,
eden_dialogue_8GkqWu0,"@q0 @d0First place any additional extractors that you want, up to <color=#ffffff>{Eden_Global_WaterMax}</color> total including your primary extractor. These additional extractors do not need a water survey performed to use.\nThen interact with each extractor to add them to the network. You will need a <color=#00ff00>Small Optronic Matrix</color> for each one.\nWhen you have added all of them to the network, use your <color=#00ff00>science station</color> to initialize your network, add fuel, and start extracting.",,,,,,,,"@q0 @d0Сначала разместите любые дополнительные экстракторы, которые вам нужны, всего до <color=#ffffff>{Eden_Global_WaterMax}</color>, включая основной экстрактор. Для использования этих дополнительных экстракторов не требуется проведение обследования воды.\nЗатем взаимодействуйте с каждым экстрактором, чтобы добавить их в сеть. Для каждого из них вам понадобится небольшая оптронная матрица.\nКогда вы добавили их всех в сеть, используйте свою <color=#00ff00>научную станцию</color> для инициализации вашей сети, добавления топлива и начала добычи.",,,,,,,,
eden_dialogue_Se0iYOw,Back.,,,,,,,,Назад.,,,,,,,,
eden_dialogue_W8e20OW,<color=#ffffff>Access Science Station functions.</color>,,,,,,,,<color=#ffffff>Доступ к функциям научной станции.</color>,,,,,,,,
eden_dialogue_kiCOmO8,<color=#00ff00>Manage industrial water extractors.</color>,,,,,,,,<color=#00ff00>Управление промышленными водоотделителями.</color>,,,,,,,,
eden_dialogue_8KuGG84,<color=#ffffff>Hide science station from main menu.</color>,,,,,,,,<color=#ffffff>Скрыть научную станцию из главного меню.</color>,,,,,,,,
eden_dialogue_0iuGamC,<color=#ffffff>Show science station on main menu.</color>,,,,,,,,<color=#ffffff>Показать научную станцию в главном меню.</color>,,,,,,,,
eden_dialogue_mWiua8a,@d0<color=#00ffff>Research points:</color> <color=#ffffff>{Eden_UCHResearch}</color>\n<color=#00ffff>Description:</color> The Progenitor Translation Matrix grants access to Progenitor computer terminals. Required to access the core system controls on Progenitor Cores and other Progenitor computer systems.\n<color=#00ffff>Cost:</color> <color=#ffffff>{Eden_UCHResearchCost}</color> research points.,,,,,,,,@d0<color=#00ffff>Точки исследования:</color> <color=#ffffff>{Eden_UCHResearch}</color>\n<color=#00ffff>Описание:</color> Матрица трансляции Progenitor предоставляет доступ к компьютерным терминалам Progenitor. Требуется для доступа к элементам управления основной системой на ядрах Progenitor и других компьютерных системах Progenitor.\n<color=#00ffff>Стоимость:</color> <color=#ffffff>{Eden_UCHResearchCost}</color> очков исследования.,,,,,,,,
eden_dialogue_0mSsaSa,Back.,,,,,,,,Назад.,,,,,,,,
eden_dialogue_iae40hM,@d0You have created a <color=#00ff00>{Eden_ResearchType}</color>.,,,,,,,,@d0Вы создали <color=#00ff00>{Eden_ResearchType}</color>.,,,,,,,,
eden_dialogue_0OmaS0u,Back to research.,,,,,,,,Вернемся к исследованию.,,,,,,,,
eden_dialogue_0mm3uKm,Exit.,,,,,,,,Выход.,,,,,,,,
eden_dialogue_WWOOmmi,Create a Progenitor Translation Matrix for <color=#00ff00>{Eden_UCHResearchCost}</color> research points.,,,,,,,,Создайте матрицу перевода прародителя для <color=#00ff00>{Eden_UCHResearchCost}</color> очков исследования.,,,,,,,,
eden_dialogue_Ca4xSSG,<color=#646464>Not enough research points.</color>,,,,,,,,<color=#646464>Недостаточно очков исследования.</color>,,,,,,,,
eden_dialogue_eaSSCOk,<color=#00ffff>Encrypted Schematic.</color> <color=#ffffff>(50)</color>,,,,,,,,<color=#00ffff>Зашифрованная схема.</color> <color=#ffffff>(50)</color>,,,,,,,,
eden_dialogue_GuW6GGA,@d0<color=#00ffff>Research points:</color> <color=#ffffff>{Eden_UCHResearch}</color>\n<color=#00ffff>Description:</color> Decode the Encrypted Schematic to obtain a random schematic by using a schematic computer on board a UCH Research Vessel or your science station.\n<color=#00ffff>Cost:</color> <color=#ffffff>50</color> research points.,,,,,,,,"@d0<color=#00ffff>Точки исследования:</color> <color=#ffffff>{Eden_UCHResearch}</color>\n<color=#00ffff>Описание:</color> Расшифруйте зашифрованную схему, чтобы получить случайную схему, используя схематический компьютер на борту исследовательского судна UCH или вашей научной станции.\n<color=#00ffff>Стоимость:</color> <color=#ffffff>50</color> очков исследования.",,,,,,,,
eden_dialogue_baKmCSC,Create an Encrypted Schematic for <color=#00ff00>50</color> research points.,,,,,,,,Создайте зашифрованную схему за <color=#00ff00>50</color> очков исследования.,,,,,,,,
eden_dialogue_m4QWuKm,<color=#646464>Not enough research points.</color>,,,,,,,,<color=#646464>Недостаточно очков исследования.</color>,,,,,,,,
eden_dialogue_O4WYGNO,Back.,,,,,,,,Назад.,,,,,,,,
eden_dialogue_GW0C4Kq,<color=#ff00ff>Navigational Data.</color> <color=#ffffff>(50)</color>,,,,,,,,<color=#ff00ff>Навигационные данные.</color> <color=#ffffff>(50)</color>,,,,,,,,
eden_dialogue_Qu0Ce0m,@d0<color=#00ffff>Research points:</color> <color=#ffffff>{Eden_UCHResearch}</color>\n<color=#00ffff>Description:</color> A data pad containing navigational data on the Andromeda galaxy. Allows you to plot safer and more efficient warp jumps. Increases the maximum range you can warp while piloting any ship. Turn in to Research Computers on UCH Research Vessels to increase the base range you can plot a warp jump. Increases base warp range by 1 light year.\n<color=#00ffff>Cost:</color> <color=#ffffff>50</color> research points.,,,,,,,,"@d0<color=#00ffff>Точки исследования:</color> <color=#ffffff>{Eden_UCHResearch}</color>\n<color=#00ffff>Описание:</color> Панель данных, содержащая навигационные данные по галактике Андромеды. Позволяет планировать более безопасные и эффективные варп-прыжки. Увеличивает максимальную дальность, на которую вы можете телепортироваться при пилотировании любого корабля. Обратитесь к исследовательским компьютерам на исследовательских кораблях UCH, чтобы увеличить базовую дальность, на которой вы можете построить варп-прыжок. Увеличивает базовую дальность варпа на 1 световой год.\n<color=#00ffff>Стоимость:</color> <color=#ffffff>50</color> очков исследования.",,,,,,,,
eden_dialogue_AW4KGqW,Create Navigational Data for <color=#00ff00>50</color> research points.,,,,,,,,Создайте навигационные данные для <color=#00ff00>50</color> исследовательских точек.,,,,,,,,
eden_dialogue_Q2meMuW,<color=#646464>Not enough research points.</color>,,,,,,,,<color=#646464>Недостаточно очков исследования.</color>,,,,,,,,
eden_dialogue_Ca0SKmO,Back,,,,,,,,Назад,,,,,,,,
eden_dialogue_uaqCuSe,@d0The data pad contains nothing.,,,,,,,,@d0В панели данных ничего нет.,,,,,,,,
eden_dialogue_4umaeEq,@d0Gerald was here.\n<color=#ffffff><i>There appears to be an access card contained within this data pad.</i></color>,,,,,,,,"@d0Джеральд был здесь.\n<color=#ffffff><i>Похоже, что внутри этой панели данных находится карта доступа.</i></color>",,,,,,,,
eden_dialogue_q00uKmW,<color=#00ff00>Take access card.</color>,,,,,,,,<color=#00ff00>Возьмите карту доступа.</color>,,,,,,,,
eden_dialogue_WiC78am,Exit.,,,,,,,,Выход.,,,,,,,,
eden_dialogue_a0m4GG0,Guard,,,,,,,,охранник,,,,,,,,
eden_dialogue_O0eZS8u,Data pad,,,,,,,,Панель данных,,,,,,,,
eden_dialogue_SiuCEI4,Hello and welcome to the ship! It sure is a beautiful day here in {Player.PlayfieldName} wouldn't you say?\nKeep your eyes out for anything suspicious. We've had some weird things happening lately.,,,,,,,,"Здравствуйте и добро пожаловать на корабль! Конечно, здесь, в {Player.PlayfieldName}, прекрасный день, не правда ли?\nСледите за всем подозрительным. В последнее время у нас происходят странные вещи.",,,,,,,,
eden_dialogue_uaOquKG,"Wait, there's no day or night in space.",,,,,,,,"Подождите, в космосе нет ни дня, ни ночи.",,,,,,,,
eden_dialogue_iGoqumK,"I suppose you could say it's always day, unless you're in deep space where there's not much light then it's eternal night.",,,,,,,,"Полагаю, можно сказать, что всегда день, если только вы не находитесь в глубоком космосе, где мало света, то это вечная ночь.",,,,,,,,
eden_dialogue_KAGyumO,Okay... I want to talk about something else. Anything else.,,,,,,,,Ладно... Я хочу поговорить о другом. Что-нибудь еще.,,,,,,,,
eden_dialogue_CeYea4e,You're weird and I'm leaving now.,,,,,,,,"Ты странный, и я ухожу сейчас.",,,,,,,,
eden_dialogue_kuG4mCe,What's going on?,,,,,,,,Что происходит?,,,,,,,,
eden_dialogue_KeKa0GG,Supplies going missing. Reports of strange noises in maintenance shafts. A locked cargo box nobody seems to have the access card to.\nI am starting to think we have a stowaway. If you find anything of interest please bring it to me.,,,,,,,,"Пропадают припасы. Сообщения о странных шумах в ремонтных шахтах. Запертый грузовой ящик, карты доступа к которому, кажется, ни у кого нет.\nЯ начинаю думать, что у нас есть безбилетный пассажир. Если вы найдете что-нибудь интересное, пожалуйста, принесите это мне.",,,,,,,,
eden_dialogue_O98NWeK,I will keep an eye out.,,,,,,,,Я буду следить.,,,,,,,,
eden_dialogue_EOCK0um,Goodbye.,,,,,,,,До свидания.,,,,,,,,
eden_dialogue_E0KeqCS,<color=#00ff00>I found this on the ship.</color>,,,,,,,,<color=#00ff00>Я нашел это на корабле.</color>,,,,,,,,
eden_dialogue_eamOOeq,"Ah hah! I knew it! We do have a stowaway!\nFrom your description of the room you found it seems they are long gone now, though I wonder how this Gerald kept hidden from us.\nFrom what little I can make out from this log, Gerald has been going from research vessel to research vessel.\nPerhaps if you visit any other research vessels you should search them for anything suspicious as well.\nIf you find enough logs we may be able to reconstruct it.",,,,,,,,"Ах-ха! Я знал это! У нас есть безбилетный пассажир!\nСудя по вашему описанию комнаты, которую вы нашли, кажется, что их уже давно нет, хотя мне интересно, как этот Джеральд прятался от нас.\nСудя по тому немногому, что я могу понять из этого журнала, Джеральд переходил с одного исследовательского судна на другое.\nВозможно, если вы посетите какие-либо другие исследовательские суда, вам также следует обыскать их на предмет чего-либо подозрительного.\nЕсли вы найдете достаточно журналов, мы сможем их восстановить.",,,,,,,,
eden_dialogue_94iSuuM,Will do.,,,,,,,,Сделаю.,,,,,,,,
eden_dialogue_0S4G0Se,I want to ask something else.,,,,,,,,Я хочу спросить кое-что еще.,,,,,,,,
eden_dialogue_iOSaKOD,<color=#00ff00>Are 3 logs enough?</color>,,,,,,,,<color=#00ff00>Трёх бревен достаточно?</color>,,,,,,,,
eden_dialogue_KCCCQG8,"Hmm, let me see them.",,,,,,,,"Хм, дай мне их увидеть.",,,,,,,,
eden_dialogue_mSqiSGC,<color=#00ff00>Hand over the 3 logs.</color>,,,,,,,,<color=#00ff00>Отдайте 3 бревна.</color>,,,,,,,,
eden_dialogue_eii0Cg8,I want to talk about something else.,,,,,,,,Я хочу поговорить о другом.,,,,,,,,
eden_dialogue_eM8e0eq,"Here we go. I've reconstructed a small part of the log. Seems it contained the access code to the cargo container we've been trying to open. How lucky!\nThere, I've copied the access code to a new key card that should open the container, but I don't know where it's been moved to.\n\nShould be somewhere on the ship. You can keep whatever weird stuff you find inside.",,,,,,,,"Вот и все. Я реконструировал небольшую часть журнала. Кажется, там был код доступа к грузовому контейнеру, который мы пытались открыть. Как повезло!\nВот я скопировал код доступа на новую карточку-ключ, которая должна открыть контейнер, но не знаю, куда ее перенесли.\n\nДолжно быть где-то на корабле. Вы можете хранить внутри все странные вещи, которые найдете.",,,,,,,,
eden_dialogue_eC4qqKS,Thank you. I will look for it.,,,,,,,,Спасибо. Я буду искать это.,,,,,,,,
eden_dialogue_OCMSai0,@d0The cargo container is empty.,,,,,,,,@d0Грузовой контейнер пуст.,,,,,,,,
eden_dialogue_SuqG8GC,Leave.,,,,,,,,Уйти.,,,,,,,,
eden_dialogue_oieOUuu,Secure Cargo Container,,,,,,,,Безопасный грузовой контейнер,,,,,,,,
eden_dialogue_K8CHjiW,@d0The cargo container is locked.\n<color=#ffffff><i>Connect to a cargo container before opening it.</i></color>,,,,,,,,@d0Грузовой контейнер заблокирован.\n<color=#ffffff><i>Подключите грузовой контейнер перед его открытием.</i></color>,,,,,,,,
eden_dialogue_444muuS,<color=#00ff00>Unlock using Gerald's Keycard.</color>,,,,,,,,<color=#00ff00>Разблокируйте с помощью карты-ключа Джеральда.</color>,,,,,,,,
eden_dialogue_Wmq0Oau,@d0The cargo container is locked.,,,,,,,,@d0Грузовой контейнер заблокирован.,,,,,,,,
eden_dialogue_mauCmKO,Leave.,,,,,,,,Уйти.,,,,,,,,
eden_dialogue_CKaG4eW,Leave,,,,,,,,Уйти,,,,,,,,
eden_dialogue_82KC0Ou,<color=#00ff00>Unlock using Gerald's Keycard.</color>,,,,,,,,<color=#00ff00>Разблокируйте с помощью карты-ключа Джеральда.</color>,,,,,,,,
eden_dialogue_8aiqa0W,"@q0 <color=#ff0000>Spaaaaaaaaanj! Spanj, how dare you leave me here!</color>\n<color=#ff0000>Just because I crashed your ship on that plasma planet! Just because I left you to die on Purgatory! Just because I leaked the coordinates of your shiny new space station to a Ziraxian Battlecarrier!</color>\n@p9 @d3<color=#ff0000>Just because I made a few, errm, mistakes, doesn't give you the right to kick me out of your crew!</color>\n<color=#ff0000>I have attached an incredibly powerful explosive device to this cargo container. In a few seconds, you will be nothing more than ash! I will have my revenge! <u><b>MUAHAHAHAHHAHAH!</b></u></color>\n@p9 @d3 <color=#ff0000>Detonation in 5...</color> @w2 <color=#ff0000>4...</color> @w2 <color=#ff0000>3...</color> @w2 <color=#ff0000>2...</color> @w2 <color=#ff0000>1...</color> @w2 <color=#ff0000>0...</color>\n@w4 @d0<color=#ff8000>Error: Explosive Device BlowSpanjToSmithereens not found! Reboot device and try again. If problem persists contact Bounty Hunter Guild support.</color>",,,,,,,,"@q0 <color=#ff0000>Спаааааааанж! Спандж, как ты посмел оставить меня здесь!</color>\n<color=#ff0000>Только потому, что я разбил твой корабль на плазменной планете! Только потому, что я оставил тебя умирать в Чистилище! Только потому, что я передал координаты вашей новой блестящей космической станции зираксидскому боевому авианосцу!</color>\n@p9 @d3<color=#ff0000>То, что я допустил несколько, эээ, ошибок, не дает тебе права выгнать меня из своей команды!</color>\n<color=#ff0000>Я прикрепил к этому грузовому контейнеру невероятно мощное взрывное устройство. Через несколько секунд ты превратишься в пепел! Я отомщу! <u><b>МУАХАХАХАХАХАХА!</b></u></color>\n@p9 @d3 <color=#ff0000>Детонация в 5...</color> @w2 <color=#ff0000>4...</color> @w2 <color=#ff0000>3...</color> @w2 <color=#ff0000>2...</color> @w2 <color=#ff0000>1...</color> @w2 <color=#ff0000>0...</color>\n@w4 @d0<color=#ff8000>Ошибка: Взрывное устройство BlowSpanjToSmitheens не найдено! Перезагрузите устройство и повторите попытку. Если проблема не устранена, обратитесь в службу поддержки Гильдии охотников за головами.</color>",,,,,,,,
eden_dialogue_4WcqAaG,Whew.,,,,,,,,Вот так.,,,,,,,,
eden_dialogue_ri6mCCe,Leave.,,,,,,,,Уйти.,,,,,,,,
eden_dialogue_Wu07iGa,"@d0<color=#ffffff><i>As soon as you insert the key card into the locking mechanism on the cargo container, the display starts flashing with red warning lights.</i></color>",,,,,,,,"@d0<color=#ffffff><i>Как только вы вставите ключ-карту в запирающий механизм грузового контейнера, на дисплее начнут мигать красные сигнальные лампы.</i></color>",,,,,,,,
eden_dialogue_OnuAi0a,Oh oh...,,,,,,,,Ох ох...,,,,,,,,
eden_dialogue_KOW8i8r,"@d0<color=#ffffff><i>It seems Gerald never finished wiring the explosive device up to the timer. At least this time his incompetence saved your life, for once.\nAh well, you may as well take his loot while you're here.</i></color>\n<color=#ffffff><i>Make sure you're connected to a cargo container first.</i></color>",,,,,,,,"@d0<color=#ffffff><i>Кажется, Джеральд так и не завершил подключение взрывного устройства к таймеру. По крайней мере, на этот раз его некомпетентность спасла вам жизнь.\nНу что ж, ты можешь забрать его добычу, пока ты здесь.</i></color>\n<color=#ffffff><i>Сначала убедитесь, что вы подключены к грузовому контейнеру.</i></color>",,,,,,,,
eden_dialogue_am0me84,<color=#00ff00>Take items from container.</color>,,,,,,,,<color=#00ff00>Достаньте предметы из контейнера.</color>,,,,,,,,
eden_dialogue_YaQGC1q,"Leave, just in case it still explodes.",,,,,,,,"Уходите, на всякий случай, если он все-таки взорвется.",,,,,,,,
eden_dialogue_4Sui8uW,Character portrait test 1,,,,,,,,Тест портрета персонажа 1,,,,,,,,
eden_dialogue_2C4e4mK,"@d0Hello, I can explain to you what teleporters do and how to make use of them.",,,,,,,,"@d0Здравствуйте, я могу объяснить вам, что делают телепорты и как ими пользоваться.",,,,,,,,
eden_dialogue_qoqgOmi,How do I use teleporters?,,,,,,,,Как использовать телепорты?,,,,,,,,
eden_dialogue_aeO48dW,What restrictions are there on using teleporters?,,,,,,,,Какие ограничения существуют на использование телепортов?,,,,,,,,
eden_dialogue_a6WeqOm,How do I craft a teleporter?,,,,,,,,Как создать телепорт?,,,,,,,,
eden_dialogue_OQK84Tq,Don't they use a lot of power?,,,,,,,,Разве они не используют много энергии?,,,,,,,,
eden_dialogue_VaSKeq8,I don't have any questions. Goodbye.,,,,,,,,У меня нет вопросов. До свидания.,,,,,,,,
eden_dialogue_OmK4um8,"@d0It's simple! Just walk to the <color=#00ff00>teleporter</color>, interact with it, select a valid destination, and press the <color=#00ff00>Teleport</color> button and you'll be beamed off to your destination!\nTeleporters on <color=#ffff00>capital vessels</color> can only teleport within a sector <color=#ffffff>(Planet>Orbit, Planet>Moon, etc)</color>, while teleporters on <color=#ff0000>bases</color> can teleport much further.\nCheck the tooltips on the teleporter block for details.",,,,,,,,"@d0Все просто! Просто подойдите к <color=#00ff00>телепорту</color>, взаимодействуйте с ним, выберите действительный пункт назначения и нажмите кнопку <color=#00ff00>Телепорт</color>, и вы будете перенесены в пункт назначения!\nТелепорты на капитальных кораблях могут телепортироваться только в пределах сектора (Планета>Орбита, Планета>Луна и т. д.), тогда как телепорты на базах могут телепортироваться гораздо дальше.\nПодробности смотрите во всплывающих подсказках на блоке телепорта.",,,,,,,,
eden_dialogue_Ga6SMSh,I have another question.,,,,,,,,У меня есть еще один вопрос.,,,,,,,,
eden_dialogue_4O0OOua,Goodbye.,,,,,,,,До свидания.,,,,,,,,
eden_dialogue_WCuiKWK,"@d0You can only teleport TO a structure that is owned by <color=#00ff00>you</color> or a <color=#00ffff>friendly NPC faction</color>.\nYou also cannot teleport FROM a structure that has been <color=#ff8000>recently attacked</color>  or that has an <color=#ff8000>active shield</color>.\nThere is also no guarantee that the teleporter on the other end will be active, so you should only teleport to destinations you know are powered and safe.",,,,,,,,"@d0Вы можете телепортироваться только К строению, которое принадлежит вам или дружественной фракции NPC.\nВы также не можете телепортироваться ИЗ структуры, которая была <color=#ff8000>недавно атакована</color> или имеет <color=#ff8000>активный щит</color>.\nТакже нет гарантии, что телепорт на другом конце будет активен, поэтому вам следует телепортироваться только в те пункты назначения, которые, как вы знаете, подключены к сети и безопасны.",,,,,,,,
eden_dialogue_GM348mi,I have another question.,,,,,,,,У меня есть еще один вопрос.,,,,,,,,
eden_dialogue_KSAm8q8,Goodbye.,,,,,,,,До свидания.,,,,,,,,
eden_dialogue_mmk4Wia,@d0First you must unlock the respective teleporter in the <color=#00ff00>Tech Tree</color> then craft it in an <color=#00ff00>advanced constructor</color>.\n<color=#ff0000>Bases</color> and <color=#ffff00>Capital Vessels</color> require different teleporters.,,,,,,,,"@d0Сначала вы должны разблокировать соответствующий телепорт в <color=#00ff00>Дереве технологий</color>, а затем создать его в <color=#00ff00>продвинутом конструкторе</color>.\n<color=#ff0000>Базы</color> и <color=#ffff00>Столичные суда</color> требуют разных телепортов.",,,,,,,,
eden_dialogue_q0eOKCe,I have another question.,,,,,,,,У меня есть еще один вопрос.,,,,,,,,
eden_dialogue_aqgWuWa,Goodbye.,,,,,,,,До свидания.,,,,,,,,
eden_dialogue_aC0uO80,"@d0Yes, an active teleporter requires a vast amount of energy to keep running, but with careful signal logic you can bypass this.\nWith the setup I'm about to show you, stepping on the <color=#00ff00>teleporter</color> will turn on the teleporter and turn off your <color=#00ff00>shields</color>, then after you teleport away the <color=#00ff00>teleporter</color> will turn off and your <color=#00ff00>shields</color> will turn back on.\n@p9 @d0Step 1: Setup a <color=#00ff00>motion sensor</color> to cover the teleporter area.\nStep 2: Set the teleporter to <color=#00ff00>FOLLOW</color> that signal.\nStep 3: <color=#ffffff>(Optional)</color> Set your ship's shields to <color=#00ff00>FOLLOW</color> that signal with the <color=#00ff00>INVERTED</color><color=#ffffff>(i)</color> box checked.\nNow your teleporter will only be active when you are actually using it, saving a lot of fuel.",,,,,,,,"@d0Да, активный телепорт требует огромного количества энергии для продолжения работы, но при тщательной логике сигналов вы можете обойти это.\nПри настройке, которую я собираюсь вам показать, нажатие на <color=#00ff00>телепорт</color> включит телепорт и выключит ваши <color=#00ff00>щиты</color>, затем после того, как вы телепортируетесь, <color=#00ff00>телепорт</color> выключится, и ваши <color=#00ff00>щиты</color> снова включатся.\n@p9 @d0Шаг 1: Установите <color=#00ff00>датчик движения</color> для покрытия зоны телепорта.\nШаг 2: Установите телепорт на <color=#00ff00>СЛЕДУЙТЕ</color> этому сигналу.\nШаг 3: <color=#ffffff>(Необязательно)</color> Установите щиты вашего корабля на <color=#00ff00>СЛЕДУЙТЕ</color> этому сигналу с установленным флажком <color=#00ff00>ИНВЕРТИРОВАННЫЙ</color><color=#ffffff>(i)</color>.\nТеперь ваш телепорт будет активен только тогда, когда вы действительно его используете, что экономит много топлива.",,,,,,,,
eden_dialogue_6OGm4uC,I have another question.,,,,,,,,У меня есть еще один вопрос.,,,,,,,,
eden_dialogue_00eiqS4,Goodbye.,,,,,,,,До свидания.,,,,,,,,
eden_dialogue_Cie8m0G,Lead Researcher,,,,,,,,Ведущий научный сотрудник,,,,,,,,
eden_dialogue_C088Siq,@q0Welcome. I am the lead researcher here. How may I assist you?,,,,,,,,@q0Добро пожаловать. Я здесь ведущий исследователь. Чем я могу вам помочь?,,,,,,,,
eden_dialogue_SWqKOmO,<color=#00ff00>I have survey reports to turn in.</color>,,,,,,,,<color=#00ff00>Мне нужно сдать отчеты об исследованиях.</color>,,,,,,,,
eden_dialogue_OeeSSOW,"@q0Ah, thank you for completing those surveys. They have been in the backlog for awhile now.\nHere, I have some supplies that may be useful.\nMake sure you connect to a container via logistics before turning in the reports, wouldn't want your new supplies to go scattering across the lab!",,,,,,,,"@q0Ах, спасибо, что заполнили эти опросы. Они уже давно в отставании.\nЗдесь у меня есть некоторые материалы, которые могут оказаться полезными.\nПрежде чем сдавать отчеты, убедитесь, что вы подключаетесь к контейнеру через логистику, иначе ваши новые запасы будут разбросаны по лаборатории!",,,,,,,,
eden_dialogue_KOmuqFu,"<color=#00ff00>Turn in Alpha, Beta, Delta, and Epsilon surveys.</color>",,,,,,,,"<color=#00ff00>Сдайте опросы Альфа, Бета, Дельта и Эпсилон.</color>",,,,,,,,
eden_dialogue_i04U8a4,I want to ask something else.,,,,,,,,Я хочу спросить кое-что еще.,,,,,,,,
eden_dialogue_GaiSmGm,Goodbye.,,,,,,,,До свидания.,,,,,,,,
eden_dialogue_KPKuqOG,Never mind.,,,,,,,,Неважно.,,,,,,,,
eden_dialogue_ICKeW4O,I have some questions about your mission here.,,,,,,,,У меня есть несколько вопросов о вашей миссии здесь.,,,,,,,,
eden_dialogue_uGSCCQS,Goodbye.,,,,,,,,До свидания.,,,,,,,,
eden_dialogue_CKqWSum,<color=#00ff00>Do you have any exploration rumors for me?</color>,,,,,,,,<color=#00ff00>У вас есть какие-нибудь слухи об исследованиях?</color>,,,,,,,,
